P10,33,F
Heart Rate
Count;FT0;FT1;FT2;FT3;
107;137.0;138.0;138.0;133.0;
108;136.0;138.0;138.0;132.0;
109;142.0;138.0;138.0;136.0;
110;141.0;141.0;142.0;134.0;
111;140.0;139.0;141.0;135.0;
112;141.0;140.0;140.0;137.0;
113;140.0;141.0;141.0;137.0;
114;142.0;140.0;141.0;137.0;
115;144.0;142.0;142.0;132.0;
116;144.0;143.0;142.0;132.0;
117;144.0;144.0;142.0;132.0;
118;144.0;144.0;144.0;131.0;
119;147.0;144.0;140.0;134.0;
120;147.0;145.0;141.0;133.0;
121;155.0;148.0;143.0;0.0;
122;162.0;149.0;142.0;138.0;
123;163.0;154.0;148.0;138.0;
124;165.0;153.0;154.0;138.0;
125;166.0;156.0;158.0;139.0;
126;165.0;159.0;159.0;141.0;
127;164.0;162.0;162.0;144.0;
128;166.0;0.0;163.0;146.0;
129;168.0;163.0;162.0;150.0;
130;168.0;165.0;163.0;152.0;
131;170.0;162.0;162.0;153.0;
132;171.0;166.0;163.0;154.0;
133;172.0;169.0;166.0;157.0;
134;172.0;170.0;0.0;163.0;
135;173.0;171.0;0.0;162.0;
136;174.0;170.0;165.0;162.0;
137;174.0;168.0;166.0;159.0;
138;176.0;169.0;165.0;159.0;
139;177.0;173.0;0.0;160.0;
140;176.0;171.0;0.0;164.0;
141;176.0;166.0;164.0;166.0;
142;177.0;165.0;0.0;165.0;
143;177.0;168.0;163.0;169.0;
144;178.0;165.0;0.0;170.0;
145;179.0;164.0;0.0;167.0;
146;179.0;165.0;162.0;168.0;
147;180.0;169.0;164.0;166.0;
148;180.0;164.0;0.0;170.0;
149;181.0;160.0;166.0;172.0;
150;182.0;157.0;0.0;168.0;
151;183.0;153.0;0.0;169.0;
152;184.0;151.0;164.0;171.0;
153;183.0;153.0;163.0;171.0;
154;183.0;161.0;162.0;167.0;
155;184.0;165.0;161.0;166.0;
156;185.0;165.0;161.0;172.0;
157;185.0;164.0;161.0;177.0;
158;184.0;163.0;160.0;180.0;
159;185.0;164.0;156.0;182.0;
160;186.0;167.0;156.0;183.0;
161;186.0;167.0;155.0;183.0;
162;186.0;165.0;156.0;183.0;
163;186.0;163.0;159.0;181.0;
164;0.0;0.0;0.0;0.0;
165;0.0;0.0;0.0;0.0;
166;0.0;0.0;0.0;0.0;
167;0.0;0.0;0.0;0.0;
168;0.0;0.0;0.0;0.0;
169;0.0;0.0;0.0;0.0;
170;0.0;0.0;0.0;0.0;
171;0.0;0.0;0.0;0.0;
172;0.0;0.0;0.0;0.0;
173;0.0;0.0;0.0;0.0;
174;0.0;0.0;0.0;0.0;
175;0.0;0.0;0.0;0.0;
176;0.0;0.0;0.0;0.0;
177;0.0;0.0;0.0;0.0;
178;0.0;0.0;0.0;0.0;
179;0.0;0.0;0.0;0.0;
180;0.0;0.0;0.0;0.0;
181;0.0;0.0;0.0;0.0;
Steps
Count;FT0;FT1;FT2;FT3;FT4;FT5;
0;0.0;0.0;0.0;0.0;0.0;0.0;
1;108.0;105.0;102.0;96.0;78.0;90.0;
2;208.0;205.0;200.0;194.0;178.0;189.0;
3;306.0;304.0;300.0;293.0;275.0;286.0;
4;402.0;402.0;392.0;390.0;371.0;383.0;
5;499.0;499.0;492.0;487.0;466.0;480.0;
6;609.0;606.0;601.0;593.0;574.0;588.0;
7;710.0;710.0;706.0;696.0;677.0;691.0;
8;814.0;815.0;810.0;801.0;784.0;797.0;
9;917.0;916.0;912.0;901.0;880.0;897.0;
10;1023.0;1022.0;1018.0;1007.0;982.0;1004.0;
11;1140.0;1138.0;1125.0;1116.0;1104.0;1120.0;
12;1253.0;1255.0;1238.0;1230.0;1223.0;1238.0;
13;1366.0;1369.0;1354.0;1343.0;1336.0;1350.0;
14;1480.0;1484.0;1467.0;1455.0;1452.0;1467.0;
15;1596.0;1599.0;1577.0;1566.0;1565.0;1580.0;
16;1712.0;1728.0;1703.0;1694.0;1693.0;1707.0;
17;1848.0;1852.0;1825.0;1814.0;1813.0;1832.0;
18;1973.0;1977.0;1949.0;1936.0;1935.0;1957.0;
19;2096.0;2100.0;2064.0;2052.0;2060.0;2079.0;
20;2220.0;2225.0;2184.0;2166.0;2183.0;2203.0;
21;2378.0;2381.0;2330.0;2316.0;2338.0;2357.0;
22;2538.0;2545.0;2486.0;2477.0;2505.0;2523.0;
23;2698.0;2705.0;2648.0;2635.0;2667.0;2687.0;
24;2859.0;2867.0;2811.0;2798.0;2830.0;2847.0;
25;3021.0;3030.0;2972.0;2963.0;2987.0;3009.0;
26;3189.0;3198.0;3136.0;3128.0;3152.0;3176.0;
27;3360.0;4196.0;3300.0;3296.0;3318.0;3342.0;
28;0.0;0.0;0.0;0.0;0.0;0.0;
29;0.0;0.0;0.0;0.0;0.0;0.0;
30;0.0;0.0;0.0;0.0;0.0;0.0;
Energy expenditure
Count;FT0;FT1;FT2;FT3;FT4;FT5;
0;0.0;0.0;0.0;0.0;0.0;0.0;
1;1.3;5.0;6.0;3.0;2.0;3.0;
2;4.75;12.0;12.0;8.0;8.0;8.0;
3;9.95;17.0;18.0;13.0;14.0;14.0;
4;14.05;22.0;24.0;19.0;19.0;19.0;
5;17.5;26.0;30.0;24.0;25.0;24.0;
6;21.0;32.0;36.0;29.0;30.0;29.0;
7;24.45;36.0;42.0;34.0;36.0;35.0;
8;28.0;41.0;48.0;40.0;42.0;40.0;
9;31.6;45.0;55.0;45.0;48.0;45.0;
10;35.15000000000001;49.0;61.0;51.0;53.0;50.0;
11;38.7;58.0;67.0;57.0;59.0;56.0;
12;43.1;63.0;74.0;63.0;65.0;62.0;
13;47.75;69.0;81.0;69.0;72.0;67.0;
14;52.4;74.0;87.0;75.0;78.0;73.0;
15;57.05;80.0;94.0;81.0;85.0;79.0;
16;61.5;90.0;101.0;87.0;91.0;86.0;
17;67.0;98.0;115.0;93.0;98.0;92.0;
18;72.75;105.0;122.0;100.0;105.0;99.0;
19;78.64999999999999;113.0;130.0;107.0;113.0;107.0;
20;84.44999999999999;120.0;136.0;114.0;120.0;114.0;
21;90.64999999999999;132.0;143.0;121.0;128.0;122.0;
22;98.29999999999998;145.0;152.0;129.0;138.0;131.0;
23;106.95;157.0;163.0;138.0;148.0;141.0;
24;115.7;170.0;174.0;148.0;158.0;151.0;
25;125.05;182.0;185.0;158.0;168.0;160.0;
26;134.55;195.0;195.0;168.0;178.0;182.0;
27;144.35;208.0;207.0;188.0;188.0;191.0;
28;0.0;0.0;0.0;0.0;0.0;0.0;
29;0.0;0.0;0.0;0.0;0.0;0.0;
30;0.0;0.0;0.0;0.0;0.0;0.0;
Distance
Count;FT0;FT1;FT2;FT3;FT4;FT5;
1;2887.0;0.0;0.0;0.0;0.0;0.0;
